resources/datasets/PDB/6ERI_1_AB.bpseq, 106, 0.005529880523681641, 7.5442705154418945, 4, 5518, 23, 20, 0.16666666666666666, 0.14814814814814814, 0.15686274509803924, 0.15326285279724333
resources/datasets/PDB/1F1T_1_A.bpseq, 33, 0.0002942085266113281, 2.3813488483428955, 6, 516, 2, 4, 0.6, 0.75, 0.6666666666666665, 0.6652206870795304
resources/datasets/PDB/5WT1_1_C.bpseq, 67, 0.001795053482055664, 7.8119306564331055, 18, 2191, 0, 2, 0.9, 1.0, 0.9473684210526316, 0.9482506032512436
resources/datasets/PDB/7DCO_1_B.bpseq, 179, 0.023010969161987305, 12.710563659667969, 28, 15857, 27, 19, 0.5957446808510638, 0.509090909090909, 0.5490196078431372, 0.549283076672666
resources/datasets/PDB/7CPU_1_S6.bpseq, 75, 0.002115011215209961, 7.7305192947387695, 16, 2753, 5, 1, 0.9411764705882353, 0.7619047619047619, 0.8421052631578947, 0.8457922209091725
resources/datasets/PDB/6OF1_1_1w.bpseq, 67, 0.0016369819641113281, 6.708216190338135, 19, 2189, 2, 1, 0.95, 0.9047619047619048, 0.9268292682926829, 0.9264256834325206
resources/datasets/PDB/7D8O_1_B.bpseq, 37, 0.0004508495330810547, 1.289649486541748, 3, 653, 6, 4, 0.42857142857142855, 0.3333333333333333, 0.375, 0.3704975176659305
resources/datasets/PDB/6LTU_1_B.bpseq, 49, 0.0007369518280029297, 2.5802841186523438, 5, 1168, 2, 1, 0.8333333333333334, 0.7142857142857143, 0.7692307692307692, 0.7702633941060086
resources/datasets/PDB/7ENI_1_B.bpseq, 69, 0.0018639564514160156, 5.453990459442139, 16, 2325, 5, 0, 1.0, 0.7619047619047619, 0.8648648648648648, 0.8719345004903233
resources/datasets/PDB/1Q96_1_A.bpseq, 27, 0.0002579689025878906, 2.02824330329895, 5, 345, 0, 1, 0.8333333333333334, 1.0, 0.9090909090909091, 0.9115507969890265
resources/datasets/PDB/7KI3_1_C.bpseq, 29, 0.0002810955047607422, 2.9130501747131348, 6, 399, 1, 0, 1.0, 0.8571428571428571, 0.923076923076923, 0.9246621004453466
resources/datasets/PDB/6YDP_1_AV.bpseq, 71, 0.0017240047454833984, 4.471250534057617, 15, 2465, 3, 2, 0.8823529411764706, 0.8333333333333334, 0.8571428571428571, 0.8564851501922766
resources/datasets/PDB/4V99_1_C2.bpseq, 17, 0.00019288063049316406, 0.5850867629051208, 4, 132, 0, 0, 1.0, 1.0, 1.0, 1.0
resources/datasets/PDB/2IZN_1_R.bpseq, 15, 0.00018906593322753906, 1.0176153182983398, 5, 100, 0, 0, 1.0, 1.0, 1.0, 1.0
resources/datasets/PDB/5AOX_1_C.bpseq, 86, 0.0033159255981445312, 9.185638427734375, 26, 3622, 3, 4, 0.8666666666666667, 0.896551724137931, 0.8813559322033899, 0.8805193781286237
resources/datasets/PDB/1EC6_1_C.bpseq, 20, 0.0002040863037109375, 0.9955010414123535, 4, 186, 0, 0, 1.0, 1.0, 1.0, 1.0
resources/datasets/PDB/4KZD_1_R.bpseq, 83, 0.003019094467163086, 8.367616653442383, 16, 3371, 7, 9, 0.64, 0.6956521739130435, 0.6666666666666666, 0.6648888736563511
resources/datasets/PDB/7RYG_1_v.bpseq, 73, 0.0019919872283935547, 7.070791244506836, 16, 2603, 5, 4, 0.8, 0.7619047619047619, 0.7804878048780488, 0.7789984464733278
resources/datasets/PDB/5KPY_1_A.bpseq, 71, 0.0020411014556884766, 6.480691432952881, 16, 2461, 4, 4, 0.8, 0.8, 0.8000000000000002, 0.7983772819472617
resources/datasets/PDB/5F5H_1_C.bpseq, 21, 0.0002231597900390625, 2.3688950538635254, 7, 203, 0, 0, 1.0, 1.0, 1.0, 1.0
resources/datasets/PDB/7MJW_1_G.bpseq, 12, 0.00017404556274414062, 0.8905740976333618, 3, 63, 0, 0, 1.0, 1.0, 1.0, 1.0
resources/datasets/PDB/6AZ3_1_3.bpseq, 176, 0.021074771881103516, 13.448670387268066, 21, 15327, 27, 25, 0.45652173913043476, 0.4375, 0.44680851063829785, 0.44521720218758254
resources/datasets/PDB/4XNR_1_X.bpseq, 71, 0.0020821094512939453, 5.926233768463135, 21, 2460, 0, 4, 0.84, 1.0, 0.9130434782608696, 0.91577091220259
resources/datasets/PDB/4L8H_1_R.bpseq, 20, 0.00020503997802734375, 2.024134635925293, 8, 182, 0, 0, 1.0, 1.0, 1.0, 1.0
resources/datasets/PDB/5H9F_1_L.bpseq, 60, 0.0012280941009521484, 4.809463977813721, 5, 1753, 12, 0, 1.0, 0.29411764705882354, 0.45454545454545453, 0.5404793986236761
resources/datasets/PDB/6Q8V_1_A.bpseq, 18, 0.00019097328186035156, 1.2944127321243286, 3, 148, 0, 2, 0.6, 1.0, 0.7499999999999999, 0.7694153624668537
resources/datasets/PDB/7D7W_1_A.bpseq, 51, 0.0007598400115966797, 4.598514556884766, 17, 1256, 0, 2, 0.8947368421052632, 1.0, 0.9444444444444444, 0.9451530918314649
resources/datasets/PDB/3AL0_1_E.bpseq, 74, 0.0024530887603759766, 8.183621406555176, 21, 2677, 1, 2, 0.9130434782608695, 0.9545454545454546, 0.9333333333333332, 0.9330078836753019
resources/datasets/PDB/6YW5_1_aa.bpseq, 1435, 5.568689823150635, 99.9154052734375, 134, 1028218, 277, 266, 0.335, 0.3260340632603406, 0.33045622688039455, 0.3302226967557861
